Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:37:04:167,gps,30.50770056660844,114.41005443902864,26.53826904,8.14464569,12.00000000,1.17443609,12.33205414,262.60000610,3.94734478,34.74172592163086,57.50228500366211,49.77272415161133,42.825279235839844,36.19306564331055,38.24857711791992,
2019-12-29 13:37:05:174,gps,30.507684463506095,114.4099258526099,27.02947998,8.64300823,11.63000011,1.92608416,12.65710926,261.29998779,5.07349968,30.042884826660156,61.22202682495117,46.65276336669922,38.99998474121094,36.33726501464844,34.74869537353516,
2019-12-29 13:37:06:167,gps,30.507677068519044,114.40984246015535,28.11364746,8.11483669,8.15999985,2.13335419,12.20049095,262.39999390,7.63304806,30.136228561401367,61.61455154418945,56.776649475097656,44.91256713867188,33.47198486328125,34.20689010620117,
2019-12-29 13:37:07:177,gps,30.507661551096753,114.40975472912457,27.89739990,8.84153748,8.25000000,2.93138194,12.92377567,261.00000000,19.95753098,30.14965057373047,64.364013671875,45.27484130859375,44.858642578125,33.99835586547852,36.64389419555664,
2019-12-29 13:37:08:168,gps,30.507651692369507,114.40970136868475,28.01574707,9.53135967,5.90999985,3.63719678,14.02714634,259.89999390,34.37745285,29.33345603942871,63.3957633972168,49.18109130859375,44.83915710449219,30.628459930419922,35.96210479736328,
2019-12-29 13:37:09:179,gps,30.50765140526266,114.40966328028743,28.68707275,10.46373272,3.85999990,3.96466899,15.48373699,262.29998779,51.81151581,27.829774856567383,63.65523147583008,48.94517517089844,45.49824523925781,30.476503372192386,35.59600830078125,
2019-12-29 13:37:10:173,gps,30.507669001740886,114.40964896993144,27.92962646,10.46837902,2.20000005,3.92746735,15.30905247,284.89999390,71.04039764,27.340579986572266,63.42179489135742,49.17131805419922,43.715179443359375,31.01003646850586,34.52217483520508,
2019-12-29 13:37:11:162,gps,30.507658796640797,114.40967460451029,28.09387207,10.03840733,0.00000000,0.22203603,13.69509315,0.00000000,0.00000000,27.471500396728516,63.66064834594727,50.17945861816406,45.5667724609375,30.757387161254886,35.65016555786133,
2019-12-29 13:37:12:174,gps,30.50765042436519,114.40967098583215,28.17590332,9.52098465,0.00000000,0.23853721,13.16909218,0.00000000,0.00000000,26.389982223510742,63.32715225219727,48.6805419921875,44.74813461303711,30.16370964050293,35.98511505126953,
2019-12-29 13:37:13:168,gps,30.50764964393239,114.40967348434653,27.67797852,10.06890774,0.00000000,0.14422205,13.37103367,0.00000000,0.00000000,25.331905364990234,62.69564819335938,50.36206436157226,44.27722549438477,30.64114189147949,36.20766830444336,
2019-12-29 13:37:14:168,gps,30.50764734345681,114.40967056580135,28.01873779,10.86825943,0.00000000,0.11401755,13.70195866,0.00000000,0.00000000,27.630813598632812,62.76025390625,50.09216690063477,43.196876525878906,32.45615768432617,35.50779724121094,
2019-12-29 13:37:15:167,gps,30.507639581158994,114.40966962565669,28.12524414,10.61250305,0.00000000,0.11401755,13.40031528,0.00000000,0.00000000,26.852033615112305,63.84363174438477,50.15212631225586,44.32316970825195,30.927921295166016,35.77865219116211,
2019-12-29 13:37:16:168,gps,30.5076339490461,114.4096746723017,28.22467041,9.96624660,0.00000000,0.11401755,12.92917347,0.00000000,0.00000000,26.373058319091797,64.14190673828125,50.41796875,44.57445526123047,30.63101577758789,35.41324996948242,
2019-12-29 13:37:17:172,gps,30.507625736193894,114.40967907908332,27.76019287,9.92011166,0.00000000,0.11401755,12.79928493,0.00000000,0.00000000,27.602386474609375,64.35320281982422,51.4140853881836,44.19107055664063,29.57222557067871,35.68603134155273,
2019-12-29 13:37:18:163,gps,30.507619814214966,114.40968125732948,27.58709717,10.14157581,0.00000000,0.10000000,12.82870579,0.00000000,0.00000000,25.126771926879883,64.87908935546875,52.14062118530274,45.370948791503906,31.07828712463379,35.25204086303711,
2019-12-29 13:37:19:169,gps,30.507613581904526,114.40968645383404,27.20367432,10.27815628,0.00000000,0.10000000,12.81882763,0.00000000,0.00000000,26.806827545166016,65.08487701416016,49.48051834106445,44.755897521972656,28.41644096374512,35.26672744750977,
2019-12-29 13:37:20:170,gps,30.507608340376674,114.40968552390449,27.30993652,10.79086018,0.00000000,0.10000000,12.99816513,0.00000000,0.00000000,30.040081024169922,63.3521957397461,47.99973678588867,41.96383285522461,28.70317649841309,34.184444427490234,
2019-12-29 13:37:21:160,gps,30.507604809012705,114.4096891615296,26.92456055,10.21064377,0.00000000,0.08602326,12.60325050,0.00000000,0.00000000,26.569900512695312,64.00360870361328,49.43012619018555,43.672523498535156,28.74225425720215,35.75634002685547,
2019-12-29 13:37:22:169,gps,30.507604048756185,114.4096894712872,26.83593750,9.40007210,0.00000000,0.09433981,12.15863132,0.00000000,0.00000000,26.22471046447754,64.21059417724611,50.1365966796875,44.12335968017578,28.629323959350586,35.085453033447266,
2019-12-29 13:37:23:163,gps,30.507603968736458,114.40968941131429,26.82159424,8.61395454,0.00000000,0.08602326,11.76702309,0.00000000,0.00000000,27.167823791503906,64.01479339599611,50.589927673339844,44.41936111450195,29.507774353027344,34.72469711303711,
2019-12-29 13:37:24:171,gps,30.507604018750946,114.40968942131298,26.84924316,8.04930401,0.00000000,0.08602326,11.47664547,0.00000000,0.00000000,25.093244552612305,65.80406951904297,51.83467102050781,43.153480529785156,28.33166885375977,34.37033843994141,
2019-12-29 13:37:25:166,gps,30.507604148793018,114.40968939134136,26.84008789,8.37285328,0.00000000,0.08602326,11.58285522,0.00000000,0.00000000,24.423473358154297,67.07909393310547,49.18017578125,43.10525512695313,27.89061546325684,34.588478088378906,
2019-12-29 13:37:26:175,gps,30.50760407877399,114.40968936135229,26.84832764,7.86639881,0.00000000,0.08602326,11.33835793,0.00000000,0.00000000,28.675817489624023,64.93811798095703,48.30022811889648,42.4040641784668,28.738868713378906,34.22357940673828,
2019-12-29 13:37:27:171,gps,30.507604058767882,114.40968936135054,26.85754395,6.77608061,0.00000000,0.08602326,11.08605957,0.00000000,0.00000000,24.933834075927734,64.36406707763672,49.12134552001953,44.22119522094727,29.05975914001465,34.16373062133789,
2019-12-29 13:37:28:168,gps,30.507604078777135,114.409689321375,26.86431885,6.03926706,0.00000000,0.08602326,11.11925316,0.00000000,0.00000000,24.96767807006836,64.74563598632811,49.24380493164063,44.136878967285156,27.55284309387207,34.798545837402344,
2019-12-29 13:37:29:159,gps,30.507604058771808,114.40968931137893,26.87670898,5.98893547,0.00000000,0.08602326,11.14012432,0.00000000,0.00000000,24.843231201171875,63.98473358154297,49.744117736816406,43.97021484375,27.498157501220703,33.896347045898445,
2019-12-29 13:37:30:167,gps,30.507604028762643,114.40968931137631,26.88171387,5.35677242,0.00000000,0.08602326,10.89766026,0.00000000,0.00000000,25.8818302154541,64.1612548828125,48.55143356323242,44.014739990234375,29.23922920227051,34.20030975341797,
2019-12-29 13:37:31:166,gps,30.50760398875121,114.4096893013785,26.89086914,5.24672031,0.00000000,0.08602326,10.85153294,0.00000000,0.00000000,23.478357315063477,66.0299072265625,49.49208450317383,43.5855827331543,27.53175926208496,33.20770263671875,
2019-12-29 13:37:32:166,gps,30.507603968747457,114.4096892713938,26.90228271,5.64100361,0.00000000,0.08602326,10.98308182,0.00000000,0.00000000,25.303394317626953,64.63573455810547,49.19058609008789,44.12226104736328,27.738969802856445,34.19980239868164,
2019-12-29 13:37:33:165,gps,30.507603938737507,114.4096892813855,26.90771484,5.65032387,0.00000000,0.08602326,10.98012733,0.00000000,0.00000000,24.869291305541992,64.31861114501953,48.76569366455078,43.561279296875,29.39922332763672,34.24721908569336,
2019-12-29 13:37:34:169,gps,30.507603848711582,114.40968926138899,26.92309570,6.36398935,0.00000000,0.08602326,11.20948982,0.00000000,0.00000000,24.367650985717773,65.13467407226561,50.16822052001953,44.32904815673828,26.90279769897461,33.93154144287109,
2019-12-29 13:37:35:164,gps,30.50760375868409,114.40968926138113,26.93096924,6.87055922,0.00000000,0.08602326,11.21387100,0.00000000,0.00000000,28.027904510498047,63.325645446777344,48.39336776733398,43.05260848999024,29.007871627807614,33.45117950439453,
2019-12-29 13:37:36:171,gps,30.50760370866803,114.4096892713711,26.94311523,7.51490498,0.00000000,0.08602326,11.25661945,0.00000000,0.00000000,25.99365234375,64.78457641601561,48.82479476928711,44.15703582763672,28.153520584106445,33.69405746459961,
2019-12-29 13:37:37:166,gps,30.507603628639664,114.40968932133572,26.94519043,7.40974855,0.00000000,0.08602326,11.24696159,0.00000000,0.00000000,26.7879581451416,63.87888717651367,49.5225944519043,44.56929397583008,28.97681427001953,33.986629486083984,
2019-12-29 13:37:38:170,gps,30.50760355860964,114.40968943126714,26.94299316,7.92728424,0.00000000,0.08602326,11.29160404,0.00000000,0.00000000,26.789636611938477,64.35541534423828,49.99845886230469,44.324520111083984,28.01500129699707,33.44048309326172,
2019-12-29 13:37:39:167,gps,30.50760643005318,114.4096822056221,27.79376221,9.10142040,0.00000000,0.08602326,11.51548195,0.00000000,0.00000000,27.749454498291016,63.8270378112793,49.60977172851562,43.98048782348633,28.4841365814209,33.322509765625,
2019-12-29 13:37:40:170,gps,30.50760818093315,114.40967778828282,28.32568359,8.64940834,0.00000000,0.11401755,11.32425785,0.00000000,0.00000000,27.122920989990234,63.96472930908203,49.66685104370117,43.81006240844727,28.11076545715332,34.06653213500977,
2019-12-29 13:37:41:160,gps,30.50760817093634,114.40967770832732,28.35021973,8.98603630,0.00000000,0.08602326,11.44690800,0.00000000,0.00000000,30.477657318115234,62.94584655761719,48.890357971191406,41.23011779785156,28.44572639465332,33.071407318115234,
2019-12-29 13:37:42:169,gps,30.507608090913457,114.4096776883317,28.35961914,9.17270279,0.00000000,0.08602326,11.49168301,0.00000000,0.00000000,25.658599853515625,64.79623413085939,46.197998046875,40.137367248535156,29.703975677490234,34.86974334716797,
2019-12-29 13:37:43:167,gps,30.507601320348588,114.40965832871956,29.75085449,8.86617470,0.95999998,1.08724427,11.39870071,260.20001221,51.00581360,23.511587142944336,62.057777404785156,45.83883666992188,42.375099182128906,36.20178604125977,36.90758895874024,
2019-12-29 13:37:44:168,gps,30.50760832637082,114.40960728818797,31.48553467,9.04597950,4.32000017,1.18532693,11.34318161,259.70001221,8.38562489,29.683759689331055,59.72172927856445,44.69715118408203,41.319427490234375,32.94350814819336,37.18096160888672,
2019-12-29 13:37:45:168,gps,30.507614801624374,114.40956299369093,29.81982422,10.08596516,4.63000011,1.42902064,11.73288250,263.39999390,12.66445732,32.27444076538086,63.321327209472656,51.85138702392578,44.22256851196289,34.320236206054695,32.01860809326172,
2019-12-29 13:37:46:167,gps,30.50760674302199,114.4095092431171,28.54016113,9.64886665,5.84000015,1.80546391,11.66280746,260.60000610,14.82172775,36.013458251953125,58.70909881591797,57.0792350769043,29.34049797058105,35.11978912353516,41.85910034179688,
2019-12-29 13:37:47:168,gps,30.507611859068035,114.40944441970953,29.38348389,8.98482704,6.03000021,1.75068557,11.37287045,262.39999390,12.40075207,28.375959396362305,65.08433532714844,56.471839904785156,41.35245895385742,35.62599563598633,36.66115188598633,
2019-12-29 13:37:48:167,gps,30.507616634801604,114.40937994586997,28.54693604,8.71966743,6.28000021,1.80623913,11.26222897,264.29998779,12.38074303,32.00600051879883,58.08592987060547,52.58863830566406,34.438583374023445,32.16312026977539,36.77903366088867,
2019-12-29 13:37:49:168,gps,30.507612307518578,114.40931632056225,27.35339355,7.87454653,7.03999996,2.02474689,11.02888584,263.60000610,13.79744530,32.41543197631836,61.23179626464844,47.70783233642578,35.25392532348633,33.184993743896484,40.46538925170898,
2019-12-29 13:37:50:169,gps,30.50761725380253,114.40923718433318,28.61724854,6.91717434,7.63000011,1.33962679,10.74084473,259.70001221,6.37324476,32.7283935546875,60.254783630371094,49.9996223449707,36.505672454833984,30.99810791015625,39.40214920043945,
2019-12-29 13:37:51:163,gps,30.507612586629474,114.40916247455468,28.58312988,5.92766953,8.42000008,1.74656808,10.90053940,262.00000000,8.74858570,30.728952407836914,63.67596817016602,50.39028930664063,29.089799880981445,35.03169631958008,41.382591247558594,
2019-12-29 13:37:52:163,gps,30.507608380590067,114.40906366749519,27.74261475,6.08302402,9.77000046,1.88798833,10.79295254,263.60000610,6.90212345,33.07951736450195,59.09718704223633,52.38175582885742,49.89668655395508,32.19595718383789,35.47854232788086,
2019-12-29 13:37:53:162,gps,30.507593340965272,114.40896154077085,26.25433350,5.80033827,10.68999958,2.03216624,10.62421894,263.29998779,7.04283285,30.920204162597656,53.6798324584961,45.09601211547852,43.07102966308594,28.58717918395996,31.04711532592773,
2019-12-29 13:37:54:167,gps,30.50758742428784,114.40884445220351,26.79852295,5.38124323,11.68000031,1.34848058,10.85932350,264.00000000,4.32536268,28.016002655029297,56.85042572021485,43.01860809326172,32.922718048095696,30.13616752624512,33.57787322998047,
2019-12-29 13:37:55:168,gps,30.50758374807594,114.40871657876063,26.23303223,5.06564522,12.81999969,1.10941422,10.70126247,264.70001221,2.64966607,26.063562393188477,61.99998474121094,42.92248153686523,36.32965469360352,27.407758712768555,35.99340057373047,
2019-12-29 13:37:56:168,gps,30.507575019910558,114.40857825942662,26.46099854,4.38727188,14.15999985,1.12871611,10.57983112,262.70001221,2.55051684,26.350231170654297,62.3844108581543,43.9757080078125,28.22784805297852,33.503589630126946,33.71426010131836,
2019-12-29 13:37:57:165,gps,30.507563189897375,114.40844238763437,27.42669678,4.38684416,14.10000038,1.14236593,10.51518536,262.29998779,2.62258291,28.629785537719727,62.631919860839844,45.72162246704102,37.73189926147461,30.90489196777344,34.664554595947266,
2019-12-29 13:37:58:166,gps,30.507550939134006,114.40829543042496,27.28247070,4.27821493,14.05000019,1.14236593,10.42814064,262.00000000,2.62580872,27.734962463378906,59.53949737548828,41.73741912841797,42.70667266845703,35.73498916625977,41.64990234375,
2019-12-29 13:37:59:163,gps,30.507532505496755,114.40815180996537,26.07464600,4.11029100,14.50000000,1.16284132,10.33199883,261.89999390,2.74735498,24.35176658630371,57.5298957824707,48.88844299316406,36.91025924682617,31.870153427124023,39.84773254394531,
2019-12-29 13:38:00:165,gps,30.507513960948835,114.40800100195838,26.05401611,3.95088530,14.61999989,1.88281703,10.22990227,262.00000000,4.18192101,37.19051742553711,58.50938415527344,53.01125717163086,37.05253601074219,40.082908630371094,42.34560012817383,
2019-12-29 13:38:01:164,gps,30.50749605557978,114.40784402582351,25.83441162,4.24839115,15.02999973,2.29438448,10.41728687,262.29998779,4.16399097,26.433578491210938,62.95044708251953,47.25031280517578,39.67927169799805,36.44430160522461,39.11870574951172,
2019-12-29 13:38:02:173,gps,30.507478989324785,114.40768099138407,25.38903809,4.34444523,15.46000004,2.37606812,10.48774815,262.89999390,4.06029844,30.512420654296875,62.58997344970703,48.591758728027344,36.5424690246582,36.40987777709961,43.318206787109375,
2019-12-29 13:38:03:167,gps,30.507464982935215,114.40752372324312,26.73632812,5.35847712,15.61999989,1.52502453,10.74996662,263.20001221,3.39918780,35.14167022705078,63.4185905456543,41.84436416625977,31.22165107727051,34.608062744140625,38.78323745727539,
2019-12-29 13:38:04:171,gps,30.5074485648803,114.40737304068652,27.16601562,6.34756279,15.26000023,1.91107297,11.08661938,262.89999390,3.94637561,29.49353790283203,57.34532165527344,45.86583709716797,35.83860778808594,36.65708923339844,37.64591598510742,
2019-12-29 13:38:05:160,gps,30.50742917477384,114.40721741895302,27.22698975,5.75006676,15.17000008,1.46348894,10.87255859,262.50000000,3.45595074,35.7409553527832,59.64464569091797,46.00411987304688,32.929725646972656,35.18867492675781,32.985118865966804,
2019-12-29 13:38:06:167,gps,30.507407903297924,114.40706897271758,25.70776367,6.08970165,14.76000023,1.20108283,10.98919201,259.29998779,2.85005093,35.97612762451172,58.40632247924805,37.964054107666016,29.620574951171875,33.61452102661133,36.73117446899414,
2019-12-29 13:38:07:167,gps,30.507387750941202,114.40691458805424,26.58770752,5.54055119,14.63000011,1.17885542,10.78947067,260.60000610,2.83081770,32.456939697265625,58.41008758544922,42.12124252319336,29.29928779602051,31.568666458129886,34.766307830810554,
2019-12-29 13:38:08:169,gps,30.507366157514948,114.40676842860982,26.51348877,5.57588577,13.88000011,1.17345643,10.79382801,260.39999390,2.96850872,34.58883285522461,62.87346649169922,44.32582473754883,29.76090431213379,34.62063217163086,37.923919677734375,
2019-12-29 13:38:09:165,gps,30.50735070519506,114.40662521742365,27.61962891,6.07059717,14.02000046,1.19570065,10.94502544,261.20001221,2.95184565,21.69641876220703,63.92955017089844,45.222572326660156,35.156139373779304,33.61251449584961,30.4458065032959,
